0.0006320714950561523,1.0,5
0.0006946325302124023,1.0,6
0.0019568443298339845,1.0,7
0.0007970094680786133,0.5,8
0.0003848552703857422,0.2,9
0.0007516145706176758,0.2,10
0.0015381097793579102,0.0,11
0.000505828857421875,0.0,12
0.0005806207656860352,0.0,13
0.0007627248764038086,0.0,14
0.0008237838745117187,0.0,15
0.0009253740310668946,0.0,16
0.0010931730270385743,0.0,17
0.001349472999572754,0.0,18
0.0017630815505981444,0.0,19
0.0016945838928222657,0.0,20
0.001955389976501465,0.0,21
0.002432990074157715,0.0,22
0.0029628515243530274,0.0,23
0.0033682584762573242,0.0,24
0.004446172714233398,0.0,25
0.004959511756896973,0.0,26
0.005190443992614746,0.0,27
0.0057181835174560545,0.0,28
0.007070994377136231,0.0,29
0.006070947647094727,0.0,30
